
#Problem Status User time Failure Version Preprocessing time Backward subsumed Factors computed Forward subsumed Initial clauses Processed clauses Resolvents computed System time Tautologies deleted Total time
ALG037+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG038+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG039+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG040+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG041+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG042+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG043+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG044+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG045+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG046+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG047+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG048+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG049+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG050+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG051+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG052+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG053+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG054+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG055+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG056+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG057+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG058+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG059+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG060+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG061+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG062+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG063+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG064+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG065+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG066+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG067+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG068+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG069+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG070+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG071+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG072+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG073+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG074+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG075+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG076+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG077+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG078+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG079+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG080+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG081+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG082+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG083+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG084+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG085+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG086+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG087+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG088+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG089+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG090+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG091+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG092+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG093+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG094+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG095+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG096+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG097+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG098+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG099+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG100+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG101+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG102+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG103+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG104+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG105+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG106+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG107+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG108+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG109+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG110+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG111+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG112+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG113+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG114+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG115+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG116+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG117+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG118+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG119+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG120+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG121+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG122+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG123+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG124+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG125+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG126+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG127+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG128+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG129+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG130+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG131+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG132+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG133+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG134+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG135+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG136+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG137+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG138+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG139+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG140+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG141+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG142+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG143+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG144+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG145+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG146+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG147+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG148+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG149+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG150+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG151+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG152+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG153+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG154+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG155+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG156+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG157+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG158+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG159+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG160+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG161+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG162+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG163+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG164+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG165+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG166+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG167+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG168+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG169+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG170+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG171+1.p T    2.867    success          1.2        -            0            0           83         3368          282          403        0.022            1        2.889
ALG172+1.p T   10.754    success          1.2        -            0            0          330         3368          617         2533        0.028            1       10.782
ALG173+1.p T    2.799    success          1.2        -            0            0           72         3368          275          399        0.022            1        2.821
ALG174+1.p T   10.463    success          1.2        -            0            0          335         3368          621         2568        0.020            1       10.483
ALG175+1.p T   50.298    success          1.2        -           12            0          770          267         1029        93498        0.268            1       50.566
ALG176+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG177+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG178+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG179+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG180+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG181+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG182+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG183+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG184+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG185+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG186+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG187+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG188+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG189+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG190+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG191+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG192+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG193+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG194+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
